Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Day,Month
2024-07-13,00:06:00,CNR3023782768,Success,CID821487,"Prime Sedan","Mysore Road","Rajarajeshwari Nagar",35,110,,,No,,208,UPI,9,4.1,3.7,Saturday,July
2024-07-24,21:43:00,CNR5970162500,Success,CID723632,Bike,Banashankari,Majestic,238,140,,,No,,296,UPI,20,3.3,3.5,Wednesday,July
2024-07-01,18:54:00,CNR9651015263,Success,CID595206,Bike,Majestic,Chickpet,98,125,,,No,,492,Cash,3,4.3,3,Monday,July
2024-07-24,07:15:00,CNR5079059906,Success,CID134922,eBike,"Langford Town","Sarjapur Road",280,25,,,No,,440,Cash,15,3.6,3.1,Wednesday,July
2024-07-12,19:35:00,CNR5682044392,Success,CID280124,"Prime Plus",Chickpet,"Magadi Road",308,75,,,No,,2551,Cash,47,4.9,3.8,Friday,July
2024-07-29,10:43:00,CNR5139659923,Success,CID351247,Bike,Majestic,Banashankari,294,60,,,No,,283,UPI,29,3.7,4,Monday,July
2024-07-08,19:40:00,CNR4175068679,Success,CID230360,Bike,Hennur,Varthur,280,100,,,No,,205,Cash,48,3.3,3.4,Monday,July
2024-07-18,16:25:00,CNR2080799265,Success,CID997840,"Prime Sedan","Bannerghatta Road",Yelahanka,280,105,,,No,,857,UPI,17,3.7,3.7,Thursday,July
2024-07-15,18:59:00,CNR5750347623,Success,CID324455,eBike,"Langford Town","Magadi Road",287,65,,,No,,808,Cash,22,4.6,4.8,Monday,July
2024-07-03,13:38:00,CNR5732708761,Success,CID566035,"Prime Sedan","Rajarajeshwari Nagar",Indiranagar,308,95,,,No,,454,Cash,17,3.5,4.5,Wednesday,July
2024-07-01,13:54:00,CNR9606874528,Success,CID116785,Auto,Yeshwanthpur,"Tumkur Road",189,50,,,No,,270,Cash,13,3.3,3.3,Monday,July
2024-07-15,03:07:00,CNR4477156367,Success,CID925846,Mini,Kadugodi,Indiranagar,133,135,,,No,,857,Cash,38,3.7,4.1,Monday,July
2024-07-07,15:21:00,CNR3563211775,Success,CID342180,Auto,"BTM Layout",Nagarbhavi,238,95,,,No,,260,Cash,10,3.8,4.5,Sunday,July
2024-07-10,16:08:00,CNR4207689066,Success,CID770235,"Prime SUV",Kengeri,Banashankari,161,30,,,No,,127,UPI,5,3,3.4,Wednesday,July
2024-07-19,15:17:00,CNR3239892073,Success,CID802309,Bike,Nagarbhavi,"Mysore Road",140,140,,,No,,339,UPI,45,3.7,4.7,Friday,July
2024-07-02,15:19:00,CNR1554494037,Success,CID529054,"Prime Sedan",Varthur,"Sarjapur Road",210,75,,,No,,400,Cash,24,4.6,3.9,Tuesday,July
2024-07-11,01:55:00,CNR1266701075,Success,CID441151,eBike,Koramangala,"Ramamurthy Nagar",119,90,,,No,,138,UPI,44,4.1,4,Thursday,July
2024-07-25,17:04:00,CNR9965169967,Success,CID775786,"Prime Sedan",Majestic,Hebbal,217,125,,,No,,260,UPI,18,4.5,4.7,Thursday,July
2024-07-05,23:47:00,CNR8630960995,Success,CID970483,"Prime SUV",Vijayanagar,Marathahalli,252,35,,,No,,283,UPI,36,4.2,3.9,Friday,July
2024-07-22,16:27:00,CNR3147017188,Success,CID234005,Bike,Nagarbhavi,Kadugodi,308,145,,,No,,1937,Cash,48,4.6,3.9,Monday,July
2024-07-29,21:20:00,CNR4118796100,Success,CID894509,"Prime SUV",Jayanagar,Banashankari,252,35,,,No,,524,Cash,28,4.2,4.2,Monday,July
2024-07-19,02:47:00,CNR6467936733,Success,CID704398,Auto,Kammanahalli,"HSR Layout",280,140,,,Yes,"Vehicle Breakdown",141,Cash,8,4.7,3.3,Friday,July
2024-07-16,21:18:00,CNR8155619497,Success,CID671805,Auto,Nagarbhavi,"Rajarajeshwari Nagar",49,25,,,No,,764,Cash,18,3.2,3.6,Tuesday,July
2024-07-26,07:27:00,CNR2511661083,Success,CID388823,eBike,"HSR Layout",Yelahanka,280,45,,,No,,124,UPI,2,4.4,4.3,Friday,July
2024-07-20,21:02:00,CNR2783823906,Success,CID808605,Auto,Bellandur,"Cox Town",259,95,,,No,,194,UPI,3,3.3,4.6,Saturday,July
2024-07-10,19:11:00,CNR3335739981,Success,CID538370,"Prime SUV",Vijayanagar,Bellandur,84,115,,,No,,431,Cash,28,4,4.7,Wednesday,July
2024-07-18,19:42:00,CNR4444173383,Success,CID528835,eBike,Jayanagar,"HSR Layout",203,145,,,No,,153,Cash,34,4.4,4.3,Thursday,July
2024-07-20,11:41:00,CNR3842457027,Success,CID891469,Bike,Padmanabhanagar,Basavanagudi,105,135,,,No,,534,UPI,1,3.7,3,Saturday,July
2024-07-02,06:07:00,CNR2687250794,Success,CID261145,Auto,Ulsoor,Hulimavu,133,135,,,No,,404,Cash,8,3.6,4.8,Tuesday,July
2024-07-21,01:24:00,CNR7462437386,Success,CID472984,"Prime Plus","BTM Layout",Vijayanagar,105,145,,,No,,783,Cash,41,3.7,3.1,Sunday,July
2024-07-04,21:33:00,CNR7369630372,Success,CID868733,Auto,"HSR Layout","Bannerghatta Road",42,115,,,No,,404,Cash,3,3.2,4.3,Thursday,July
2024-07-02,04:05:00,CNR4108393736,Success,CID330020,eBike,"Frazer Town","RT Nagar",245,145,,,No,,367,UPI,5,4.3,3.4,Tuesday,July
2024-07-14,20:33:00,CNR5197139815,Success,CID207156,eBike,Shantinagar,Chickpet,168,110,,,No,,244,Cash,46,4.8,4.4,Sunday,July
2024-07-08,17:23:00,CNR5614105129,Success,CID369084,Mini,"Sahakar Nagar",Nagarbhavi,203,95,,,No,,681,Cash,6,4.5,4.1,Monday,July
2024-07-11,19:36:00,CNR2291669155,Success,CID272940,Auto,Padmanabhanagar,Ulsoor,308,30,,,No,,2550,UPI,3,4.5,4.1,Thursday,July
2024-07-01,06:59:00,CNR6912604116,Success,CID995644,"Prime Sedan",Shivajinagar,"Magadi Road",56,25,,,No,,378,Cash,12,3.6,3.9,Monday,July
2024-07-27,17:20:00,CNR4297715780,Success,CID648698,eBike,Yeshwanthpur,"Sahakar Nagar",231,80,,,No,,324,Cash,18,4.9,4.7,Saturday,July
2024-07-29,01:26:00,CNR2989257453,Success,CID608062,Mini,Padmanabhanagar,Nagarbhavi,56,140,,,No,,170,Cash,15,4.4,4.2,Monday,July
2024-07-12,08:18:00,CNR3275866443,Success,CID645286,eBike,Banashankari,Indiranagar,98,80,,,No,,285,Cash,17,4.2,3,Friday,July
2024-07-30,14:40:00,CNR2324784371,Success,CID487725,eBike,"Electronic City","Bannerghatta Road",98,140,,,No,,191,UPI,39,3.1,3.4,Tuesday,July
2024-07-26,14:17:00,CNR4364397190,Success,CID296793,"Prime SUV",Kadugodi,"Ramamurthy Nagar",119,30,,,No,,400,Cash,9,4.8,4.5,Friday,July
2024-07-13,13:48:00,CNR8959345848,Success,CID977351,"Prime Sedan","Langford Town",Whitefield,42,110,,,No,,342,UPI,45,4.8,3,Saturday,July
2024-07-06,11:02:00,CNR1669268221,Success,CID560955,"Prime SUV","Sarjapur Road",Basavanagudi,168,25,,,No,,471,UPI,21,3.3,3.6,Saturday,July
2024-07-26,05:38:00,CNR1841496031,Success,CID627597,"Prime Plus","Mysore Road","Langford Town",301,80,,,No,,221,Cash,11,4,4.9,Friday,July
2024-07-03,11:40:00,CNR5834606652,Success,CID902665,"Prime Sedan",Hulimavu,"Sahakar Nagar",84,80,,,No,,413,Cash,2,4.9,4.2,Wednesday,July
2024-07-16,01:50:00,CNR1738752390,Success,CID828534,"Prime SUV",Rajajinagar,Majestic,224,115,,,No,,2219,Cash,21,3.7,4.8,Tuesday,July
2024-07-08,19:25:00,CNR1039974970,Success,CID792577,Bike,Padmanabhanagar,Koramangala,238,130,,,No,,458,Cash,45,3.7,3.5,Monday,July
2024-07-12,00:07:00,CNR4554910955,Success,CID246973,"Prime Sedan","HSR Layout","Sahakar Nagar",126,95,,,No,,327,Cash,32,4,4.1,Friday,July
2024-07-04,21:52:00,CNR3465480629,Success,CID359550,"Prime SUV","KR Puram","Langford Town",182,45,,,No,,332,Cash,7,3.4,4.6,Thursday,July
2024-07-17,00:03:00,CNR9481145443,Success,CID104613,eBike,Kengeri,"Mysore Road",182,145,,,Yes,"Vehicle Breakdown",260,Cash,14,4.1,3.2,Wednesday,July
2024-07-13,14:30:00,CNR6792493845,Success,CID517587,Bike,"Magadi Road","HSR Layout",301,105,,,No,,240,UPI,42,3.2,3.6,Saturday,July
2024-07-08,19:19:00,CNR6911387051,Success,CID742174,Mini,Yeshwanthpur,"Richmond Town",287,70,,,No,,423,Cash,26,3.5,3.6,Monday,July
2024-07-29,13:24:00,CNR1024262827,Success,CID955411,"Prime SUV","Sarjapur Road",Koramangala,77,85,,,No,,313,Cash,17,4.7,3.7,Monday,July
2024-07-21,09:11:00,CNR9898065166,Success,CID442740,Auto,Varthur,"Sahakar Nagar",70,125,,,No,,166,UPI,1,3.1,4.1,Sunday,July
2024-07-05,00:00:00,CNR7618055534,Success,CID139273,"Prime Sedan",Shivajinagar,Ulsoor,245,35,,,No,,227,Cash,43,3.9,4.9,Friday,July
2024-07-15,12:08:00,CNR6695334380,Success,CID466173,"Prime Plus",Ulsoor,Yeshwanthpur,252,90,,,No,,456,Cash,44,3.6,4.2,Monday,July
2024-07-27,18:49:00,CNR7702294940,Success,CID464357,Auto,Chickpet,Ulsoor,154,90,,,No,,172,"Credit Card",14,4.4,4.2,Saturday,July
2024-07-17,15:15:00,CNR4965464168,Success,CID243676,"Prime Sedan",Kengeri,Kadugodi,147,40,,,No,,151,Cash,38,4.3,5,Wednesday,July
2024-07-18,08:40:00,CNR3326590952,Success,CID964658,Auto,Jayanagar,Shantinagar,308,80,,,No,,981,UPI,13,3.4,3.8,Thursday,July
2024-07-27,20:06:00,CNR1302565371,Success,CID830084,eBike,Whitefield,Koramangala,224,30,,,No,,324,UPI,33,3.2,4.2,Saturday,July
2024-07-20,11:57:00,CNR8350252204,Success,CID481722,Auto,Peenya,Bellandur,42,80,,,No,,113,Cash,4,3.4,3.6,Saturday,July
2024-07-29,05:00:00,CNR5793728266,Success,CID906511,"Prime Sedan",Yeshwanthpur,"Rajarajeshwari Nagar",154,40,,,No,,343,UPI,32,4.9,3.5,Monday,July
2024-07-07,03:48:00,CNR8580290923,Success,CID294927,eBike,"Tumkur Road",Whitefield,266,50,,,No,,282,UPI,13,4.7,3.4,Sunday,July
2024-07-10,20:40:00,CNR6889570246,Success,CID690991,Mini,"Electronic City",Kammanahalli,126,95,,,No,,185,Cash,3,3.1,4.2,Wednesday,July
2024-07-28,08:44:00,CNR2142245885,Success,CID366758,Mini,Bellandur,"Ramamurthy Nagar",49,70,,,No,,443,Cash,18,3,3.1,Sunday,July
2024-07-16,02:58:00,CNR1657931941,Success,CID892391,Mini,"Electronic City",Hulimavu,98,125,,,No,,463,Cash,1,4,4,Tuesday,July
2024-07-12,02:32:00,CNR6976933791,Success,CID431809,"Prime Sedan",Chamarajpet,Varthur,70,120,,,No,,170,Cash,5,3.2,4.2,Friday,July
2024-07-22,05:45:00,CNR1154355542,Success,CID143813,"Prime SUV","Mysore Road",Basavanagudi,77,45,,,No,,111,UPI,10,3.7,4.2,Monday,July
2024-07-28,03:18:00,CNR8772609049,Success,CID427146,Auto,Shivajinagar,"HSR Layout",126,65,,,No,,459,Cash,2,3.5,4.6,Sunday,July
2024-07-23,15:10:00,CNR4914608729,Success,CID545116,Mini,Varthur,Chamarajpet,217,145,,,No,,397,UPI,28,3.9,3.1,Tuesday,July
2024-07-15,05:41:00,CNR3660438522,Success,CID829841,Auto,"KR Puram",Yelahanka,63,115,,,Yes,"Customer Demand",427,UPI,12,4.3,3.4,Monday,July
2024-07-26,09:22:00,CNR8617749113,Success,CID909630,eBike,Malleshwaram,Kadugodi,203,65,,,No,,339,Cash,11,3.1,4.2,Friday,July
2024-07-19,07:08:00,CNR9170866307,Success,CID525943,Mini,"Cox Town","Mysore Road",189,50,,,No,,476,Cash,34,3.3,4.9,Friday,July
2024-07-06,00:08:00,CNR9069582149,Success,CID342389,Auto,Nagarbhavi,"Langford Town",245,95,,,No,,259,Cash,7,4.6,3,Saturday,July
2024-07-01,22:06:00,CNR2643835957,Success,CID332913,"Prime Sedan",Whitefield,Majestic,119,95,,,No,,171,UPI,20,4.1,4.8,Monday,July
2024-07-19,22:13:00,CNR8148329094,Success,CID581678,Mini,Vijayanagar,"Electronic City",63,110,,,No,,765,Cash,37,4.1,4,Friday,July
2024-07-30,05:54:00,CNR7523293998,Success,CID734806,"Prime Sedan","KR Puram",Peenya,259,115,,,No,,109,Cash,22,4.3,3.2,Tuesday,July
2024-07-21,08:21:00,CNR2934653670,Success,CID848489,Auto,Kammanahalli,"Electronic City",56,45,,,No,,949,UPI,16,3.9,3.6,Sunday,July
2024-07-30,18:53:00,CNR9034242434,Success,CID391231,Bike,"Frazer Town","Electronic City",245,140,,,No,,138,Cash,36,3.2,4.5,Tuesday,July
2024-07-26,07:33:00,CNR5964326327,Success,CID523814,Auto,"Sahakar Nagar","Hosur Road",91,85,,,No,,183,"Credit Card",18,3.8,3.8,Friday,July
2024-07-05,15:58:00,CNR3586028646,Success,CID332447,Mini,Marathahalli,"HSR Layout",49,50,,,No,,348,UPI,20,4.2,3.7,Friday,July
2024-07-30,16:23:00,CNR1037361129,Success,CID289258,"Prime Plus","Sarjapur Road",Majestic,161,100,,,No,,319,Cash,37,3.4,3.1,Tuesday,July
2024-07-13,21:41:00,CNR3444451327,Success,CID851790,eBike,Yeshwanthpur,"Electronic City",259,45,,,Yes,"Customer Demand",175,UPI,44,3.4,3,Saturday,July
2024-07-14,14:59:00,CNR1680480658,Success,CID416590,Bike,Devanahalli,Kengeri,168,75,,,No,,479,UPI,9,4.8,4.6,Sunday,July
2024-07-23,19:52:00,CNR3499509749,Success,CID534444,"Prime SUV","Richmond Town",Shantinagar,224,130,,,No,,252,Cash,48,4.3,4.1,Tuesday,July
2024-07-08,12:41:00,CNR1694631050,Success,CID591907,Auto,"Electronic City",Majestic,119,110,,,No,,259,UPI,12,3.4,3.6,Monday,July
2024-07-16,17:00:00,CNR1757628268,Success,CID718126,"Prime Sedan","JP Nagar","MG Road",35,60,,,No,,331,UPI,16,4.2,3.6,Tuesday,July
2024-07-10,19:06:00,CNR9241378300,Success,CID721231,Mini,Devanahalli,"Ramamurthy Nagar",231,105,,,No,,273,UPI,3,3.6,3.4,Wednesday,July
2024-07-23,08:54:00,CNR9135043577,Success,CID608525,eBike,Shivajinagar,"Bannerghatta Road",189,55,,,No,,447,"Credit Card",3,3.7,4.3,Tuesday,July
2024-07-17,20:39:00,CNR8731359050,Success,CID892264,eBike,Malleshwaram,Peenya,84,40,,,No,,170,Cash,48,4.1,4.8,Wednesday,July
2024-07-04,16:57:00,CNR4404582789,Success,CID358277,"Prime Sedan","BTM Layout","Cox Town",245,125,,,No,,1544,UPI,43,4.8,3.7,Thursday,July
2024-07-10,18:26:00,CNR3301253231,Success,CID923338,Mini,"Sahakar Nagar",Hennur,301,40,,,No,,270,UPI,16,4,4,Wednesday,July
2024-07-09,01:53:00,CNR7762168635,Success,CID300717,eBike,Marathahalli,"Ramamurthy Nagar",210,30,,,No,,337,UPI,19,3.1,3.6,Tuesday,July
2024-07-11,10:47:00,CNR3542186740,Success,CID707102,"Prime Plus","Magadi Road",Peenya,287,80,,,No,,165,Cash,49,3.9,4,Thursday,July
2024-07-05,21:50:00,CNR6425065608,Success,CID856011,"Prime SUV",Majestic,Ulsoor,182,55,,,No,,264,UPI,32,3.8,3.8,Friday,July
2024-07-10,13:20:00,CNR3053764181,Success,CID333639,"Prime Sedan",Indiranagar,Koramangala,287,105,,,No,,856,Cash,30,3.4,3.8,Wednesday,July
2024-07-12,15:01:00,CNR5597202932,Success,CID943093,"Prime Sedan",Chickpet,"Frazer Town",126,40,,,No,,218,Cash,7,4.9,5,Friday,July
2024-07-05,23:51:00,CNR3163926494,Success,CID111716,"Prime SUV","Rajarajeshwari Nagar","HSR Layout",105,70,,,No,,349,UPI,4,4.3,3.2,Friday,July
2024-07-04,09:10:00,CNR1441702290,Success,CID457375,Mini,"Frazer Town",Hennur,91,135,,,No,,499,Cash,21,4.9,3.4,Thursday,July
2024-07-15,19:13:00,CNR9716580571,Success,CID746581,Auto,"HSR Layout",Malleshwaram,154,45,,,No,,242,Cash,9,4.8,3.6,Monday,July
2024-07-09,13:25:00,CNR3975263203,Success,CID366143,Bike,Vijayanagar,Malleshwaram,287,145,,,Yes,"Vehicle Breakdown",171,Cash,13,4.7,4.6,Tuesday,July
2024-07-25,04:03:00,CNR7465760410,Success,CID620164,"Prime Plus",Majestic,Kammanahalli,294,115,,,No,,208,UPI,3,4.8,3.5,Thursday,July
2024-07-23,07:28:00,CNR5802158463,Success,CID741706,"Prime SUV",Ulsoor,Chickpet,84,140,,,No,,363,Cash,29,3.5,3,Tuesday,July
2024-07-24,07:32:00,CNR8612790303,Success,CID302153,"Prime Sedan",Hennur,Peenya,168,95,,,No,,352,UPI,34,3.4,3.8,Wednesday,July
2024-07-10,17:22:00,CNR9642351676,Success,CID394316,"Prime SUV",Kengeri,Kadugodi,140,45,,,No,,154,UPI,26,3.2,3.2,Wednesday,July
2024-07-14,21:41:00,CNR3708544585,Success,CID909882,"Prime Sedan",Devanahalli,Kadugodi,259,125,,,No,,433,Cash,28,4.5,4.1,Sunday,July
2024-07-29,22:31:00,CNR8218843462,Success,CID295340,"Prime SUV","Mysore Road","Magadi Road",238,130,,,No,,270,UPI,2,3.1,5,Monday,July
2024-07-05,10:07:00,CNR3727004946,Success,CID110175,"Prime SUV","Electronic City",Majestic,280,145,,,No,,243,Cash,1,4.8,4.6,Friday,July
2024-07-12,20:58:00,CNR3702659258,Success,CID248739,Mini,Banashankari,"Bannerghatta Road",49,55,,,No,,474,Cash,46,3.9,3.7,Friday,July
2024-07-28,12:50:00,CNR2312818380,Success,CID786790,Mini,"Mysore Road","Cox Town",280,65,,,No,,464,Cash,46,4.9,4.5,Sunday,July
2024-07-08,01:17:00,CNR8560067231,Success,CID189821,Mini,Indiranagar,Padmanabhanagar,175,85,,,No,,136,UPI,4,3.4,4.6,Monday,July
2024-07-30,07:38:00,CNR9002353572,Success,CID190147,"Prime Plus",Padmanabhanagar,"Bannerghatta Road",224,90,,,No,,358,UPI,27,3.2,3.9,Tuesday,July
2024-07-27,12:45:00,CNR6887436714,Success,CID110530,Mini,"Hosur Road","Richmond Town",84,80,,,No,,2028,Cash,38,3.2,4.2,Saturday,July
2024-07-29,15:23:00,CNR6570108165,Success,CID146767,"Prime Plus",Yeshwanthpur,Chickpet,49,145,,,No,,675,Cash,5,4.2,3.2,Monday,July
2024-07-21,08:00:00,CNR5466019995,Success,CID348463,"Prime Sedan",Jayanagar,Majestic,154,70,,,No,,200,UPI,15,5,3.7,Sunday,July
2024-07-07,21:40:00,CNR5079389259,Success,CID374443,Mini,Chickpet,Kadugodi,266,25,,,No,,2354,UPI,29,3.7,4.3,Sunday,July
2024-07-27,06:59:00,CNR8975406874,Success,CID330103,Auto,Chamarajpet,Kengeri,189,60,,,No,,253,UPI,18,3.9,3,Saturday,July
2024-07-19,23:09:00,CNR6411009466,Success,CID761289,eBike,Koramangala,Kengeri,196,145,,,No,,1894,Cash,36,3.1,3.8,Friday,July
2024-07-24,20:02:00,CNR1757891106,Success,CID657937,Mini,Shantinagar,Whitefield,280,115,,,No,,2752,UPI,42,4.3,3.7,Wednesday,July
2024-07-19,06:39:00,CNR6710827279,Success,CID818391,Bike,Basavanagudi,Majestic,182,30,,,No,,1730,Cash,41,4.5,4.2,Friday,July
2024-07-25,02:37:00,CNR5313319209,Success,CID656872,eBike,"HSR Layout",Hebbal,259,115,,,No,,364,Cash,37,3.8,3.6,Thursday,July
2024-07-19,00:36:00,CNR3517367590,Success,CID596850,"Prime Plus",Jayanagar,"Sahakar Nagar",273,45,,,No,,216,Cash,26,3.1,3.4,Friday,July
2024-07-24,09:14:00,CNR8167010307,Success,CID947264,"Prime Sedan",Shivajinagar,Chickpet,91,115,,,No,,110,UPI,11,4.3,3.5,Wednesday,July
2024-07-29,04:40:00,CNR1305271807,Success,CID946289,"Prime SUV",Peenya,Padmanabhanagar,140,80,,,No,,100,UPI,27,4.5,4.4,Monday,July
2024-07-15,12:37:00,CNR5464358235,Success,CID890615,"Prime SUV",Hulimavu,"Langford Town",280,140,,,No,,695,Cash,29,3.9,4,Monday,July
2024-07-02,12:35:00,CNR5544031827,Success,CID653181,"Prime Plus","Mysore Road",Vijayanagar,203,120,,,No,,193,Cash,5,4.4,4.5,Tuesday,July
2024-07-26,14:00:00,CNR1225919287,Success,CID186612,Mini,Malleshwaram,Hennur,259,25,,,Yes,"Other Issue",131,UPI,39,3.1,4.8,Friday,July
2024-07-12,20:29:00,CNR8528188513,Success,CID968015,Bike,Shivajinagar,Malleshwaram,105,60,,,No,,185,UPI,33,3.6,4.8,Friday,July
2024-07-19,03:17:00,CNR6491013171,Success,CID341045,Mini,Hebbal,Nagarbhavi,182,25,,,No,,261,Cash,2,3.6,4.6,Friday,July
2024-07-07,16:29:00,CNR1375668422,Success,CID860317,eBike,Basavanagudi,"Cox Town",210,60,,,No,,252,Cash,13,3.1,3.3,Sunday,July
2024-07-05,02:46:00,CNR9688873242,Success,CID795403,"Prime Sedan","Langford Town",Rajajinagar,287,50,,,Yes,"Customer Demand",771,UPI,5,4.6,3.1,Friday,July
2024-07-22,07:50:00,CNR5569897822,Success,CID959956,eBike,Padmanabhanagar,"Mysore Road",294,145,,,No,,977,UPI,3,3.2,4.9,Monday,July
2024-07-16,04:28:00,CNR4040011932,Success,CID411308,eBike,Koramangala,"Langford Town",35,35,,,No,,846,Cash,49,4.2,4.1,Tuesday,July
2024-07-22,19:12:00,CNR4298399705,Success,CID653280,eBike,"Langford Town",Kengeri,42,80,,,No,,280,UPI,11,3.8,4.3,Monday,July
2024-07-20,17:25:00,CNR9422497910,Success,CID952067,"Prime Sedan","Sarjapur Road","Bannerghatta Road",196,60,,,No,,143,UPI,7,3.9,4.9,Saturday,July
2024-07-02,18:09:00,CNR8412139932,Success,CID327427,"Prime Sedan",Majestic,Vijayanagar,175,80,,,No,,968,UPI,36,3.2,3.6,Tuesday,July
2024-07-23,18:20:00,CNR3878363157,Success,CID997066,"Prime SUV",Kengeri,Shivajinagar,175,95,,,No,,297,UPI,24,3.9,4.3,Tuesday,July
2024-07-04,09:14:00,CNR8913525956,Success,CID853336,"Prime SUV",Nagarbhavi,Kengeri,35,80,,,No,,494,Cash,38,4.8,4.5,Thursday,July
2024-07-07,11:42:00,CNR7746251163,Success,CID201777,Mini,Shantinagar,Koramangala,280,35,,,No,,137,UPI,18,4.9,4.5,Sunday,July
2024-07-24,11:03:00,CNR9906242936,Success,CID840522,"Prime SUV","Hosur Road",Basavanagudi,217,65,,,No,,278,UPI,25,4.9,4.7,Wednesday,July
2024-07-25,04:31:00,CNR8527043586,Success,CID554188,Auto,Kammanahalli,Kammanahalli,77,55,,,No,,487,Cash,4,4.5,3.7,Thursday,July
2024-07-28,18:11:00,CNR3887243107,Success,CID480342,eBike,"RT Nagar",Marathahalli,245,100,,,No,,427,UPI,7,4.8,4.1,Sunday,July
2024-07-25,11:59:00,CNR9623663468,Success,CID177352,Auto,"Hosur Road",Padmanabhanagar,189,105,,,No,,417,Cash,13,4.6,3.6,Thursday,July
2024-07-20,11:05:00,CNR9822495070,Success,CID945030,"Prime SUV",Ulsoor,Banashankari,119,85,,,Yes,"Vehicle Breakdown",412,UPI,30,4.9,4.8,Saturday,July
2024-07-09,13:03:00,CNR5932944037,Success,CID657626,Bike,"Tumkur Road","Tumkur Road",217,140,,,No,,159,"Credit Card",32,4.5,3.9,Tuesday,July
2024-07-17,00:58:00,CNR1158032749,Success,CID647868,eBike,Devanahalli,"Richmond Town",63,90,,,No,,636,"Credit Card",3,3.6,3.5,Wednesday,July
2024-07-09,22:20:00,CNR5231742430,Success,CID561852,Bike,Padmanabhanagar,Varthur,119,105,,,No,,456,UPI,28,4.2,4.2,Tuesday,July
2024-07-25,08:06:00,CNR1230219527,Success,CID572261,Mini,Majestic,Whitefield,175,60,,,No,,389,Cash,31,3.1,4.9,Thursday,July
2024-07-15,16:10:00,CNR6015186029,Success,CID843931,Mini,"BTM Layout","BTM Layout",189,130,,,No,,137,UPI,40,3.7,4.5,Monday,July
2024-07-07,05:22:00,CNR5346261538,Success,CID231964,Bike,Shivajinagar,"Langford Town",280,45,,,No,,983,"Credit Card",24,4.6,3.7,Sunday,July
2024-07-25,20:51:00,CNR3513740110,Success,CID622307,"Prime Plus",Koramangala,"Magadi Road",112,55,,,No,,744,Cash,17,4.6,4.4,Thursday,July
2024-07-14,18:13:00,CNR7066370869,Success,CID915710,"Prime Sedan",Kammanahalli,Nagarbhavi,294,50,,,No,,235,Cash,42,4.6,3.5,Sunday,July
2024-07-07,08:05:00,CNR5603889168,Success,CID164422,Auto,Malleshwaram,Banashankari,49,120,,,No,,505,Cash,14,3.1,4,Sunday,July
2024-07-01,04:28:00,CNR9170182636,Success,CID234789,"Prime SUV",Chickpet,"Rajarajeshwari Nagar",175,100,,,No,,273,Cash,15,4,3.7,Monday,July
2024-07-04,04:33:00,CNR9760576679,Success,CID356559,"Prime SUV","Frazer Town","KR Puram",245,65,,,No,,266,Cash,32,3.2,3.1,Thursday,July
2024-07-12,08:45:00,CNR7778892165,Success,CID995948,Bike,Malleshwaram,Indiranagar,126,100,,,No,,200,UPI,11,5,4.1,Friday,July
2024-07-18,19:33:00,CNR7727899261,Success,CID869598,"Prime Sedan",Yelahanka,"JP Nagar",308,50,,,No,,321,Cash,4,3.2,4.8,Thursday,July
2024-07-25,12:37:00,CNR8401095527,Success,CID293193,"Prime Sedan",Peenya,"Electronic City",98,40,,,No,,226,UPI,47,3.2,3.8,Thursday,July
2024-07-05,04:26:00,CNR8044233504,Success,CID274217,"Prime SUV",Bellandur,Kengeri,294,70,,,No,,162,UPI,4,4.2,4.9,Friday,July
2024-07-02,04:02:00,CNR1973286063,Success,CID349750,"Prime Sedan",Devanahalli,Koramangala,231,120,,,No,,2600,Cash,40,3.8,4.4,Tuesday,July
2024-07-11,14:28:00,CNR2921019237,Success,CID374053,"Prime SUV","Rajarajeshwari Nagar",Hulimavu,224,40,,,No,,171,"Debit Card",23,4.3,3.7,Thursday,July
2024-07-13,17:55:00,CNR2186859252,Success,CID604273,eBike,Shivajinagar,Shantinagar,161,105,,,No,,172,Cash,9,3.6,3.9,Saturday,July
2024-07-08,05:51:00,CNR4807787316,Success,CID574988,eBike,Yelahanka,"KR Puram",126,130,,,No,,211,UPI,12,4.2,4,Monday,July
2024-07-12,18:28:00,CNR5048689426,Success,CID455026,Auto,Shivajinagar,Indiranagar,189,105,,,Yes,"Vehicle Breakdown",474,"Debit Card",1,4.8,3.2,Friday,July
2024-07-11,17:15:00,CNR5016594539,Success,CID408617,Mini,Padmanabhanagar,Padmanabhanagar,308,140,,,No,,450,Cash,37,3.5,3.9,Thursday,July
2024-07-28,06:16:00,CNR8552894185,Success,CID687158,"Prime SUV",Bellandur,"RT Nagar",133,100,,,No,,254,Cash,25,3.4,4.9,Sunday,July
2024-07-29,06:34:00,CNR6772792356,Success,CID632034,"Prime SUV",Koramangala,Yeshwanthpur,42,60,,,No,,733,Cash,29,3.9,4.7,Monday,July
2024-07-02,09:52:00,CNR7853857833,Success,CID425823,Mini,"Mysore Road","Richmond Town",168,50,,,No,,257,UPI,47,3.3,3.8,Tuesday,July
